Name,Authors,Summary,Rating,Learners,Picture,Link,Category
Программирование на Python в игре Minecraft,Александр Бобуров,Данный курс разрабатывался как некий компромисс между профессиональным программированием на Python и программированием в Minecraft. На курсе Вы научитесь самостоятельно писать программы на языке программирования Python и управлять с их помощью событиями в мире Minecraft.,4.2,940,https://cdn.stepik.net/media/cache/images/courses/121861/cover_yNAoMoj/e329ce0f2a19f69e6b3f45cb07c24e96.png,https://stepik.org/course/121861?search=7087525297,Разработка игр
Шутер на Unreal Engine 5,VlaKu Unreal Engine Tutorial,"Всем привет. Это небольшой цикл видео, которые познакомят вас с игровым движком Unreal Engine 5. В ходе этих видео вы создадите зомби шутер на Blueprints.",4.4,1500,https://cdn.stepik.net/media/cache/images/courses/127637/cover_JbiiH3a/f45cee2d1ad695ce493071e4852a3fda.jpg,https://stepik.org/course/127637?search=7087525298,Разработка игр
Raymarching Unity,Юрий Носов,"Raymarching — это новая и модная техника, используемая для рендеринга сцен реального времени. Что интересно, объекты на сцене задаются аналитическими уравнениями, именно это дает возможность создавать потрясающе красивые сцены с идеально плавными поверхностями. Забудьте, что окружность при рендере выглядит, как многоугольник, с этой техникой она будет идеально гладкая.",,3,https://cdn.stepik.net/media/cache/images/courses/180275/cover_mJYX5PF/f7b9d7937deffffa7f9114c477dad6a2.png,https://stepik.org/course/180275?search=7087525299,Разработка игр
Создание игр в Roblox studio,Польгун Екатерина Васильевна,"Roblox - это популярнейшая многопользовательская онлайн-игра, ориентированная на детей возрастом от 6 лет, которая совсем недавно предоставила возможность разрабатывать игры на собственной платформе! Roblox Studio - это среда для разработки компьютерных игр в мире Roblox.  Эта система поможет вам понять, как создать свой собственный игровой мир, поделиться им с друзьями и… Ещё",3.9,3700,https://cdn.stepik.net/media/cache/images/courses/97231/cover_fOAqaNu/be3cb46987c6524e81bd3aaabbd69b15.jpg,https://stepik.org/course/97231?search=7087525300,Разработка игр
GameDev JavaScript - Od wisielca do platformówki,Mateusz Miotk,"Kurs ""GameDev JavaScript - Od wisielca do platformówki"" to kompleksowy przewodnik po świecie tworzenia gier w języku JavaScript. Kurs ten jest przeznaczony dla początkujących użytkowników, którzy chcą poszerzyć swoją wiedzę o tworzeniu gier w JavaScript. Uczestnicy nauczą się nie tylko technicznych aspektów tworzenia gier, ale także zdobędą umiejętności niezbędne do tworzenia… Ещё",,71,https://cdn.stepik.net/media/cache/images/courses/182592/cover_u2TZfOb/6008c29e3db65d5612ef35524886e034.png,https://stepik.org/course/182592?search=7087525301,Разработка игр
Разработка игр: знакомство с Unreal Engine за 3 дня,"Центр непрерывного образования ФКН НИУ ВШЭ, Анастасия Самилык","В рамках интенсива вы познакомитесь со специализированной программой для разработки видеоигр, или же игровым движком, Unreal Engine. Вы разберётесь в интерфейсе и устройстве движка, узнаете об основных объектах и идеях, используемых при разработке, научитесь работать со встроенным мощным инструментом визуального программирования Blueprints, а также соберете первый прототип… Ещё",,225,https://cdn.stepik.net/media/cache/images/courses/230774/cover_BMbCG3t/59bd2b5f632fc2c50c3786a5ca3f527b.png,https://stepik.org/course/230774?search=7087525302,Разработка игр
Разработка игрового приложения на Unreal Engine,Дмитрий Труфанов,На курсе разберем один из способов разработки своей 3D игры для ПК от концепции до билда на одном из самых знаменитых игровых движков Unreal Engine.,5.0,456,https://cdn.stepik.net/media/cache/images/courses/198051/cover_utDQKt8/912a2c7720453c3140a0a1d7e7892fec.png,https://stepik.org/course/198051?search=7087525303,Разработка игр
Создание визуальной новеллы на Android в RenPy,Mary Developer,"В этом курсе научишься как внедрять в RenPy сценарий, изображения, музыку, кастомизировать меню, также как разнообразить геймплей шкалой настроения персонажей, анимацией персонажей и прочими вещами.",,355,https://cdn.stepik.net/media/cache/images/courses/174587/cover_NzbEDNJ/30f00ab3a01b99d529694395e6785639.png,https://stepik.org/course/174587?search=7087525304,Разработка игр
Элементарное программирование,ТУСУР,"Авторский курс в формате мастер-классов, которые учат школьников писать простые программы и создавать игры. В результате обучения школьники познакомятся с азами программирования и попробуют себя в роли программистов.",3.4,1300,https://cdn.stepik.net/media/cache/images/courses/101498/cover_hfMVrAP/f61066417c3e8bb6944ea1493277eb77.png,https://stepik.org/course/101498?search=7087525305,Разработка игр
Python и Minecraft,Anonymous 39755990,"Курс ""Python и Minecraft"" представляет собой увлекательное и образовательное путешествие в мир программирования с использованием языка Python и игры Minecraft. В ходе курса ученики узнают основы программирования на Python и научатся применять их для взаимодействия с виртуальным миром Minecraft.",3.3,907,https://cdn.stepik.net/media/cache/images/courses/179803/cover_8hxh6Ni/3c133c998b7cf098d6f0d6158d60adee.jpg,https://stepik.org/course/179803?search=7087525306,Разработка игр
НТО Junior 22. ОК «Технологии и компьютерные игры»,"НТО 2022-2023, Национальная технологическая Олимпиада","Образовательный курс направлен на знакомство и погружение участников НТО Junior в тематику сферы «Технологии и компьютерные игры» , углубление теоретических знаний, освоение технологий и развитие компетенций необходимых участникам Курс посвящен разбору заданий отборочного этапа Олимпиады НТИ Junior 21/22 в сфере Технологии для виртуального мира. В курсе вы найдете решения… Ещё",3.2,1900,https://cdn.stepik.net/media/cache/images/courses/122627/cover_0VDoVzn/c21a3a66745be44b842d11746ca8c4d7.jpg,https://stepik.org/course/122627?search=7087525307,Разработка игр
Python Smart Skills,Вадим Геннадьевич Долгов,"Python язык программирования для тех кто хочет изучать с нуля основы программирования.  Язык Python используется сотнями тысяч разработчиков по всему миру в таких областях, как создание веб-сценариев, системное программирование, создание пользовательских интерфейсов, настройка программных продуктов под пользователя, численное программирование и в других. Как считают многие,… Ещё",2.3,378,https://cdn.stepik.net/media/cache/images/courses/90176/cover_sjZS8cc/23f2a5342d9255e1995d8f0e46e563dd.jpg,https://stepik.org/course/90176?search=7087525308,Разработка игр
PyGame Lite: Мастерство разработки игр с использованием PyGame,Дюдькин Андрей,"""PyGame Lite: Мастерство разработки игр с использованием PyGame"" - курс, позволяющий школьникам освоить создание игр на Python с помощью библиотеки PyGame. От основных концепций до взаимодействия, анимации, физики и звуковых эффектов. Идеально для начинающих разработчиков игр.",2.4,657,https://cdn.stepik.net/media/cache/images/courses/178972/cover_9SblPwU/96059b7e4c9d9efa83c40759c7db7cbf.png,https://stepik.org/course/178972?search=7087525309,Разработка игр
Основы PyGame,Константин Ступаков,"Курс по PyGame предназначен для тех, кто хочет научиться разрабатывать игры с использованием библиотеки PyGame, которая предоставляет удобные инструменты для создания 2D игровых приложений на языке программирования Python.",2.7,561,https://cdn.stepik.net/media/cache/images/courses/186324/cover_ujba3ze/bf9514a5a8c32bf71d4eb9c6db2514dd.png,https://stepik.org/course/186324?search=7087525310,Разработка игр
Python (Future IT),Samal Serikova,"Данный курс посвящен программированию на языке Python. Курс подходит для начинающих программистов, а также для тех, кто хочет углубить свои знания. Студент научится писать приложения на известном языке программирования, делать сложные микросервисы, игры в Pygame Zero, реализовать искусственный интеллект и научится основам машинного обучения. Итогом послужит готовое портфолио… Ещё",1.0,157,https://cdn.stepik.net/media/cache/images/courses/179743/cover_ZV449Qk/ed1e001428831986597eb6e26374b6d9.png,https://stepik.org/course/179743?search=7087525311,Разработка игр
Unreal Engine 5: C++ для начинающих программистов. Курс 1,Анатолий Дёмин,"Сирия курсов по программированию в среде Unreal Engine на языке С++ от профессионального программиста ,простым доступным для начинающих языком. На примере написания учебных , но в то же время основанных на реальном опыте игровых систем с подробным описанием происходящего.",5.0,13,https://cdn.stepik.net/media/cache/images/courses/206365/cover_LEHmZ0d/3fc274540aae7c9cafca640fc2e3af2c.png,https://stepik.org/course/206365?search=7087525312,Разработка игр
Игровой движок Roblox Studio и Unity начальная ступень,Алиса Сергеевна Терехина,На чем создают популярные игры? Что такое игровой движок? Какие они бывают? Как создать свою простую игру? На чем пишут скрипты? Что такое Lua? На эти и другие вопросы Вам поможет ответить курс посвященный игровым движкам.,5.0,2,https://cdn.stepik.net/media/cache/images/courses/185814/cover_0oyXgbB/207a1896259c616d37fd2d852170524a.jpg,https://stepik.org/course/185814?search=7087525313,Разработка игр
Unity и Unreal начальный курс,Елена Николаевна Тинькова,"Курс посвящен знакомству со средой разработки Unity. Он подойдёт тем, кто хочет начать создавать свои игры, но пока не знаком с графическим движком Unity и Unreal. Прохождение данного курса даст вам необходимый фундамент для становления на путь разработчика игр и более глубокого погружения в возможности движка. Вы установите и познакомитесь с Unity, на практике изучите… Ещё",,1,https://cdn.stepik.net/media/cache/images/courses/133431/cover_AmNhQ2d/3c0c75eb2285cde72c7e7a5629bd1f18.png,https://stepik.org/course/133431?search=7087525314,Разработка игр
Гейм-дизайн,Усов Сергей,"В ходе курса, обучающиеся изучат основные алгоритмические структуры, а также процесс создания простейшего консольного игрового приложения, написанного на языке C++",3.9,865,https://stepik.org/static/frontend/course_cover.png,https://stepik.org/course/73028?search=7087525315,Разработка игр
Создание игр на Unity для подростков,Школа Пиксель программирование для детей,"Создание игр Unity – это увлекательный процесс, который требует творческого подхода и умения работать в команде. Дети учатся создавать игры от идеи до реализации, используя свои знания программирования и дизайна. Игры для детей – это не только увлекательное развлечение, но и отличный способ развивать навыки программирования и дизайна.",4.8,99,https://cdn.stepik.net/media/cache/images/courses/173160/cover_J5FolNQ/8c32c60dd483ef8139d45dbb85d4da6e.png,https://stepik.org/course/173160?search=7087525316,Разработка игр
Основы движка Unreal Engine 4 для разработки VR-приложений,ЦИиГО Дворец молодёжи СО,,5.0,79,https://cdn.stepik.net/media/cache/images/courses/117961/cover_Awkyty4/9418af3542a830708e68650f79009245.png,https://stepik.org/course/117961?search=7087525317,Разработка игр
Процедурная анимация в Unreal Engine 5,VlaKu Unreal Engine Tutorial,Перевод курса(https://www.udemy.com/course/procedural-animation/) по созданию процедурной анимации в Unreal Engine 5. Научимся создавать процедурные анимации в Unreal Engine 5.,3.0,130,https://cdn.stepik.net/media/cache/images/courses/175572/cover_u8aohoD/2cc4883ac71a748b5fc569de0c7223f8.png,https://stepik.org/course/175572?search=7087525318,Разработка игр
Основы Python: продвинутая разработка игр,Илья Пуртов,"Это онлайн курс, который предназначен для тех, кто уже ознакомлен с основами программирования на Python и желает изучить продвинутые концепции, связанные с разработкой компьютерных игр.",,52,https://cdn.stepik.net/media/cache/images/courses/197816/cover_ewpSfKB/d17c2210cd213e665229856d84f3a79c.png,https://stepik.org/course/197816?search=7087525319,Разработка игр
Создание игр на Unity,Артём Майдуров,"Пройдя этот курс, вы познакомитесь с разработкой игр на языке программирования C# с использованием игрового движка Unity3D.",3.0,76,https://cdn.stepik.net/media/cache/images/courses/127072/cover_AIErr6r/81127f33408e2b1d294eb5af9577d2c4.png,https://stepik.org/course/127072?search=7087525320,Разработка игр
Разработка игр на Unity 3D | Программирование на C# для детей,Школа Пиксель программирование для детей,"Видеокурс по программированию на C# (Си Шарп) для детей приглашает исследовать создание игр на популярной платформе Unity 3D. Дети погрузятся в основы разработки игр на Unity 3D, смогут узнать как работать с программой, добавлять уровни, звуки многое другое.",5.0,174,https://cdn.stepik.net/media/cache/images/courses/199838/cover_N3G7NDx/ce747b55449163c06b89f1b8f29e1a12.png,https://stepik.org/course/199838?search=7087525321,Разработка игр
Язык программирования С# | Программирование для детей Unity,Школа Пиксель программирование для детей,C# — объектно-ориентированный язык программирования. Мы познакомимся со структурой языка.,5.0,501,https://cdn.stepik.net/media/cache/images/courses/108573/cover_bqT8spX/15a509ab6cc00da5e5f02a68e6ba8b83.JPG,https://stepik.org/course/108573?search=7087525322,Разработка игр
Программирование в Roblox для подростков,Школа Пиксель программирование для детей,"В этом плейлисте собраны интерактивные уроки по «Роблокс» от школы «Пиксель». Например, школьники могут ознакомиться с роликом о создании игры по типу Tower. Это такой тип игры, где игрок должен преодолевать препятствия, взбираясь на препятствия в импровизированной башне. В уроке рассказывается о том, какие базовые фигуры нужно взять, чтобы создать необходимой высоты башню и… Ещё",5.0,201,https://cdn.stepik.net/media/cache/images/courses/184028/cover_6RfaryJ/b289836e4fd97d03a03524373aaa762f.png,https://stepik.org/course/184028?search=7087525323,Разработка игр
Roblox: бесплатные уроки для детей,Школа Пиксель программирование для детей,"В этом плейлисте школы «Пиксель» преподаватели наглядно показывают каким образом можно с помощью встроенных и дополнительных инструментов в «Роблокс» создать карту, сделать Game Pass, ачивку, монеты и многое другое. Например, для создания карты необходимо установить и запустить Roblox Studio — программу, с помощью которой будет происходить создание игр, карт, предметов и т. д.… Ещё",5.0,565,https://cdn.stepik.net/media/cache/images/courses/183937/cover_IdYRtvR/08d0a94f0f662614342b3c6c5293fe10.png,https://stepik.org/course/183937?search=7087525324,Разработка игр
Unreal Engine 5:C++ для начинающих программистов. Курс 2 часть 2,Анатолий Дёмин,"Этот курс является продолжением второй части из серии курсов посвященных работе в игровом движке Unreal Engine 5, и работе в нем на языке программирования С++. Информация из этого курса является выборкой из самых востребованных вопросов по Unreal Engine.",,2,https://cdn.stepik.net/media/cache/images/courses/220552/cover_rcknJiY/4ca0c9b5a8bdc15918f77156fa0f3ff4.png,https://stepik.org/course/220552?search=7087525325,Разработка игр
Unreal Engine 5: C++ для начинающих программистов. Курс 3,Анатолий Дёмин,"Этот курс является третьей частью из серии курсов посвященных работе в игровом движке Unreal Engine 5, и работе в нем на языке программирования С++. Информация из этого курса является выборкой из самых востребованных вопросов по Unreal Engine.",,1,https://cdn.stepik.net/media/cache/images/courses/223779/cover_6M9Yeld/aaa617413a858626fd015bfaa2016c72.png,https://stepik.org/course/223779?search=7087525326,Разработка игр
Строительство в Minecraft для подростков,Школа Пиксель программирование для детей,Вы ищете веселый и творческий способ познакомить своих детей с миром компьютерного программирования? Обратите внимание на бесплатный курс Python в Minecraft!,5.0,106,https://cdn.stepik.net/media/cache/images/courses/183815/cover_OGotp5W/04924bb76f08eb311cc4c069a1c7c1f5.png,https://stepik.org/course/183815?search=7087525327,Разработка игр
Создание квеста в среде RenPy,Екатерина Самойлова,"В этом курсе вы научитесь создавать свои игры в среде Renpy. Здесь вы будете знать как создавать игры самостоятельно, научитесь разбираться в коде и его структуре, а так же как его настроить. Вы создадите свой первый проект от начала и до конца.",3.8,226,https://stepik.org/static/frontend/course_cover.png,https://stepik.org/course/66057?search=7087525328,Разработка игр
Unreal Engine 5:C++ для начинающих программистов. Курс 2 часть 1,Анатолий Дёмин,Этот курс является второй частью из серии курсов посвященных работе в игровом движке Unreal Engine 5 и работе в нем на языке программирования С++. Информация из этого курса является выборкой из самых востребованных вопросов по Unreal Engine.,5.0,3,https://cdn.stepik.net/media/cache/images/courses/219413/cover_Oev4XDj/c3902c49063a90437f7be877c51ebf0c.png,https://stepik.org/course/219413?search=7087525329,Разработка игр
Photoshop c нуля. Без воды,Руслан Брантов,"🏆 Победитель на Stepik Awards в категории ""Творчество и дизайн"" в 2024 году.",5.0,771,https://cdn.stepik.net/media/cache/images/courses/181756/cover_remDBRf/c095a9f3acbd59df2e939c57ee5cf00b.png,https://stepik.org/course/181756?search=7087555884,Графический дизайн
Профессия UX/UI дизайнер.Пакет из 2-х курсов-веб дизайн в Figma,Дмитрий Фокеев,"В этом пакете из 2-х курсов, вы найдете все, для того чтобы стать настоящим асом в веб дизайне. Старт карьеры UX\Ui Дизайнера. Цена на пакет курсов ниже на 20%, чем если бы вы приобретали курсы отдельно.",5.0,819,https://cdn.stepik.net/media/cache/images/courses/119402/cover_IyvGkSG/27e1d416a1844b5ba5234add020190fc.jpg,https://stepik.org/course/119402?search=7087555885,Графический дизайн
Курс по Adobe Photoshop - с нуля до результата!,Дмитрий Фокеев,Курс позволит вам быстро освоить все необходимые инструменты для работы с изображениями в программе Photoshop!,5.0,1700,https://cdn.stepik.net/media/cache/images/courses/96072/cover_vtYUo3E/d5bfbdd562f03022746971b860e1646e.jpg,https://stepik.org/course/96072?search=7087555886,Графический дизайн
Дали поработать с Dall-e,"Криперина Юрченко, Георгий Будник","Dall-e, Midjourney и еще 10+ генеративных ИИ. Глубокое погружение в генерацию картинок нейросетями: от нуля до про!",4.5,21,https://cdn.stepik.net/media/cache/images/courses/198149/cover_h0VFIoP/990302f0ceab9e888c9bfc64ece1ee22.png,https://stepik.org/course/198149?search=7087555887,Графический дизайн
Inkscape рисовать просто,Олег Иллюстратор,"Этот курс для начинающих, которые только начали свой путь в иллюстрации. Курс состоит из двух частей. В первой части курса дается общий обзор возможностей программы для рисования. А во второй части курса мы вместе на практике приступаем к рисованию, я подробно комментирую каждый шаг, чтобы вы могли легко следовать им.",5.0,22,https://cdn.stepik.net/media/cache/images/courses/120760/cover_5SxAgTh/93bf6d23ecb21389502ec231cf0b14da.png,https://stepik.org/course/120760?search=7087555888,Графический дизайн
Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,Evgen Marfel,Научись создавать UI KIT прямо в FIGMA. Продвинутый курс по FIGMA,5.0,395,https://cdn.stepik.net/media/cache/images/courses/128009/cover_8PMlXfJ/997be1316ee1b2c58817028e8e53aa96.png,https://stepik.org/course/128009?search=7087555889,Графический дизайн
"Курс по CorelDRAW: теория, практика и домашние задания",Руслан Брантов,"Вы станете настоящим профессионалом в графическом редакторе Corel Draw! В этом курсе вас ждут теория, практика, домашние задания и их разборы.",5.0,493,https://cdn.stepik.net/media/cache/images/courses/115987/cover_DfPcIk4/c225fd1b8e96de81fdaed93bd4a0afc1.png,https://stepik.org/course/115987?search=7087555890,Графический дизайн
Веб-дизайн в Figma: ключ к успеху,"Школа дизайна Skilltor, Арсений Смирнов","Полностью обновленный курс! Этот курс ключ к успеху в понимании и использовании всех инструментов и возможностей Figmа и веб-дизайна. Пока другие хвастаются, наши ученики создают продающие сайты и зарабатывают на этом!",5.0,189,https://cdn.stepik.net/media/cache/images/courses/133501/cover_sIXQ5Na/1f3bcb8b8b8d85bb79f2284dc0cc31b1.png,https://stepik.org/course/133501?search=7087555891,Графический дизайн
Курс по Adobe Illustrator - с нуля до результата,Дмитрий Фокеев,"Курс Adobe illustrator, позволит вам быстро освоить инструменты создания иллюстраций, логотипов, иконок и векторов!",5.0,1100,https://cdn.stepik.net/media/cache/images/courses/106825/cover_XvjqB7r/ee8094c44f522cc1e19631657de55ae1.jpg,https://stepik.org/course/106825?search=7087555892,Графический дизайн
Курс по Adobe Photoshop - (продвинутый уровень)!,Дмитрий Фокеев,"Ищите продвинутых техник по работе в photoshop? В этом курсе, Вы изучите все чтобы стать настоящим ассом, в графическом редакторе Adobe Photoshop!",5.0,561,https://cdn.stepik.net/media/cache/images/courses/106836/cover_hD1fYyr/5a3c36f663b0f89503fb5ef6d86b4ec3.jpg,https://stepik.org/course/106836?search=7087555893,Графический дизайн
Инструменты дизайнера Photoshop и Illustrator. Пакет 2-х курсов!,Дмитрий Фокеев,"В этом пакете из 2-х курсов, вы найдете все необходимые инструменты графического дизайнера! Полное погружение в 2 программы: Adobe Illustrator и Adobe Photoshop. Цена на пакет курсов ниже на 20% чем если бы вы приобретали курсы отдельно.",5.0,428,https://cdn.stepik.net/media/cache/images/courses/126396/cover_l6HGrvS/0cdb15b3d80c3b150bc53aad94516f6d.jpg,https://stepik.org/course/126396?search=7087555894,Графический дизайн
"Теория цифрового дизайна. Веб дизайн, фотография, композиция!",Дмитрий Фокеев,"Три крутые темы — один курс! Этот курс состоит из трёх больших, теоретических тем, которые обязаны иметь в своей копилке знаний, каждый профессиональный дизайнер, фотограф или художник — это теория цвета, типографика и композиция!",4.9,735,https://cdn.stepik.net/media/cache/images/courses/104844/cover_BsVbpgd/cb9b59b700d6453a11d637ee8a896575.jpg,https://stepik.org/course/104844?search=7087555895,Графический дизайн
Профессия веб-дизайнер. Figma и Tilda с нуля до первого заказа!,"Школа дизайна Skilltor, Арсений Смирнов","Воплотите свои идеи в жизнь! Наш курс — ваш путь к успеху в Digital. Освойте мощные инструменты: Figma и Tilda, создавая потрясающие сайты, которые привлекают клиентов. За месяц вы не только научитесь дизайну, но и получите возможность реализовать свой собственный проект. Начните карьеру веб-дизайнера и зарабатывайте на своих идеях! Вы готовы к переменам?",,86,https://cdn.stepik.net/media/cache/images/courses/212396/cover_G9fqP71/c7db7f11aedae4085c5d6b94e2a90afd.png,https://stepik.org/course/212396?search=7087555896,Графический дизайн
Substance painter с нуля до продвинутого уровня,Илья Хлынин,"Курс является подробным гайдом по функциям Substance painter , c огромным количеством качественных практических работ.",4.8,22,https://cdn.stepik.net/media/cache/images/courses/139093/cover_YTl2Drx/880a828bbec8dd93b0b78c6781d185d4.png,https://stepik.org/course/139093?search=7087555897,Графический дизайн
Практический UI дизайн буткемп,Irina Nik,"Курс по с UI дизайну с нуля актуальному к международном рынке. Курс основан на практике: модули сопровождаются упражнениями, а в финальном проекте вы создадите лендинг себе в портфолио. Мы пройдем через все этапы UI дизайна: от брифа и бумажных прототипов до подготовки макетов к разработке. Курс построен так, что даже человек не имеющий никаких графических навыков сможет… Ещё",4.8,171,https://cdn.stepik.net/media/cache/images/courses/114973/cover_WGFWhrn/db0b6d30f01a7fd1976d42df94e0800c.png,https://stepik.org/course/114973?search=7087555898,Графический дизайн
Дизайнер сайтов на Tilda. С нуля до PRO,"Школа дизайна Skilltor, Арсений Смирнов","Хотите освоить создание профессиональных веб-сайтов, не имея глубоких знаний в программировании? Курс «Дизайнер сайтов на Tilda» — это ваш идеальный старт! На куре вы научитесь создавать стильные и эффективные сайты с помощью одного из самых популярных конструкторов — Tilda.",4.7,160,https://cdn.stepik.net/media/cache/images/courses/123461/cover_R8HPMMh/bdd648f25915ce152ab4fd5f5545902e.png,https://stepik.org/course/123461?search=7087555899,Графический дизайн
Креативное мышление в веб-дизайне. Тренды 2025.,Академия «FormArt»,"Хотите погрузитесь в захватывающий мир последних визуальных тенденций, таких как Eco-friendly веб-дизайн, цифровая доступность, повышенное внимание на UX/UI, белое пространство и др.? Научиться находить идеальный баланс между функциональностью, эмоциональным воздействием и передовыми стилистическими приемами? Готовы вдохновлять пользователей креативными, инновационными… Ещё",4.7,17,https://cdn.stepik.net/media/cache/images/courses/204953/cover_u7hE6kJ/cf2c2c40b3cc3ef6136f14954b00a453.jfif,https://stepik.org/course/204953?search=7087555900,Графический дизайн
Нейро-дизайнер интерфейсов в Figma. Основы UI/UX дизайна,"Школа дизайна Skilltor, Арсений Смирнов",Уникальный курс по нейросетям и дизайну интерфейсов в Figma! Изучите новую профессию нейро-дизайнера интерфейсов уже сегодня и зарабатывайте на этих уникальных знаниях,4.7,97,https://cdn.stepik.net/media/cache/images/courses/193477/cover_taJg0ZB/2aedbaae45f9246bbcefa5c3c1ac4222.png,https://stepik.org/course/193477?search=7087555901,Графический дизайн
Фигма на фрилансе - Figma для новичков,Nikita Iudin,"Откройте ворота творчества с курсом 'Frila - Figma для новичков' на Stepik! Освойте мир дизайна с нуля: от знакомства с Фигмой и создания векторных изображений до мастерства работы с текстом, слоями и масками. Уникальная программа курса, созданная для тех, кто стремится в мир фриланса и веб-дизайна.",4.6,391,https://cdn.stepik.net/media/cache/images/courses/192223/cover_ZXKZ2rG/269fa21cc0f8a4fadef63ad9f7ab2cec.png,https://stepik.org/course/192223?search=7087555902,Графический дизайн
О рисунке. Основы изобразительной грамоты для начинающих,Вера Михайловна Саунина,"Курс по изучению основ изобразительной грамоты для начинающих. В нём рассматриваются краткая история возникновения и развития рисунка, его виды, материалы и выразительные средства. Курс создан для системного самостоятельного изучения изобразительного искусства.",4.5,31,https://cdn.stepik.net/media/cache/images/courses/102247/cover_g3hSOmr/793f70fb30492e3c98dfa3bbdf6540ff.jpg,https://stepik.org/course/102247?search=7087555903,Графический дизайн
Инфографика для маркетплейсов с нуля,Виктория Каретникова,Быстрый старт для новичка. Данный курс нацелен на пошаговое изучение основ коммерческого дизайна инфографики на маркетплейсах. Вы шаг за шагом освоите все основы коммерческого дизайна с поддержкой эксперта-практика.,4.3,235,https://cdn.stepik.net/media/cache/images/courses/176574/cover_UUFgUtz/57faa6772cb38e20021e3aa6fc4db2cb.png,https://stepik.org/course/176574?search=7087555904,Графический дизайн
Типографика в веб-дизайне и интерфейсах,Академия «FormArt»,"Курс - обучающая программа, направленная на развитие навыков и знаний в области типографики, применяемой в веб-дизайне и создании интерфейсов",4.4,23,https://cdn.stepik.net/media/cache/images/courses/204227/cover_M7EqY79/dfe49fa5ae09280cdf8e3ddb48b98d07.jpg,https://stepik.org/course/204227?search=7087555905,Графический дизайн
Дизайнер карточек для маркетплейсов,NEКУРСЫ Организованное самообучение,"ПРЕМЬЕРА КУРСА! Новый формат на рынке образования: ""NEкурсы""! Программа самообучения ""Инфографика для маркетплейсов"" позволит вам самостоятельно освоить навык создания ярких и продающих карточек товаров для магазинов на маркетплейсах. Сможете зарабатывать на создании красивого визуала или увеличивать вашу прибыль на Ozon и Wildberries. Спрос на специалистов по дизайну карточек… Ещё",4.4,235,https://cdn.stepik.net/media/cache/images/courses/191632/cover_1MCw1jV/6a8b4bf3e06c9157cd7ab4a87aa476a3.jpg,https://stepik.org/course/191632?search=7087555906,Графический дизайн
Adobe Illustrator: практика и портфолио,Анастасия Пшиченко,"Обучим необходимым знаниям чтобы самостоятельно творить в Adobe illustrator. Материал представлен в виде ёмкой выжимки информации и подробных туториалов, выполнив которые вы создадите свои уникальные работы, отличные от чужих, и сможете добавить к себе в портфолио",4.2,193,https://cdn.stepik.net/media/cache/images/courses/121981/cover_FO7GPVz/6532e061888aaaf9f8ae8be11bf66432.png,https://stepik.org/course/121981?search=7087555907,Графический дизайн
Основы работы с чатом GPT и Midjourney,Кучиева Роксана,"Привет! Этот курс познакомит вас с возможностями чата GPT и Midjourney. Мы также сделаем краткий обзор других популярных текстовых и графических нейросетей. Данный курс направлен на то, чтобы повысить вашу личную и профессиональную продуктивность и получить максимальную пользу от новейших технологий. В курсе собрана максимально полезная информация, которую сразу можно… Ещё",4.2,36,https://cdn.stepik.net/media/cache/images/courses/187896/cover_T0P50YI/d13d251168a7ebac3cfa8d6603e6f781.png,https://stepik.org/course/187896?search=7087555908,Графический дизайн
Компьютерная графика,Анастасия Терентьева,"Курс компьютерной графики предполагает работу в программе Photoshop, а именно различные дизайны текстов, эффекты обработки фотографий.",,1,https://cdn.stepik.net/media/cache/images/courses/126711/cover_YXNHWlH/f73e1fdbca7253bda699caadda7242b4.jpg,https://stepik.org/course/126711?search=7087555909,Графический дизайн
Adobe illustrator с нуля до уверенного пользователя,Marina Popova,"Данный курс по работе с Adobe Illustrator, позволит вам быстро освоить инструменты для создания иллюстраций, логотипов, афиш, открыток, иконок.",,6,https://cdn.stepik.net/media/cache/images/courses/175707/cover_BsDEYnG/a02ae08d37a995e4239b90271f478bc6.png,https://stepik.org/course/175707?search=7087555910,Графический дизайн
Как создавать кисти в Procreate,Александра Кудрявцева,"Курс по созданию наборов кистей, которые вы потом адаптируете под себя и сможете их продавать, применять в иллюстрациях: 1. 3D кисти - вообще мастхев, чтобы делать интересные надписи, каллиграфию. 2. Кисти блестки - разные варианты. 3. Кисти зелень 🌿 с цепной реакцией. Из них потом можно создавать любые последовательные - цепи, косички, веревки, цветочки, ветки и т.д - там… Ещё",,1,https://cdn.stepik.net/media/cache/images/courses/205055/cover_KG0ye17/5805efa9bb4ac8d289e78be8d63da9ee.png,https://stepik.org/course/205055?search=7087555911,Графический дизайн
Урок по Светотени.,Екатерина Смирнова,"Привет, дорогой друг) В этом уроке ты научишься передавать объем с помощью светотени. Будем рисовать гипсовый шар.",,2,https://cdn.stepik.net/media/cache/images/courses/189709/cover_9FvXsxL/fd6b58bdabf103c7d9d0610d1e8ad835.jpg,https://stepik.org/course/189709?search=7087555912,Графический дизайн
