id,пол,возраст,предпочтение,пройденные_курсы,количество_курсов,оценка
993,М,19,Разработка игр,Pro-качинг. Интенсив для микростокеров. САМОСТОЯТЕЛЬНОЕ ОБУЧЕНИЕ,10,3
994,М,40,Языки программирования,"""Поколение Python"": курс для начинающих",4,2
994,М,40,Языки программирования,Основы программирования на C/C++,4,10
994,М,40,Языки программирования,Многопоточность в Python. Multithreading,4,10
994,М,40,Языки программирования,Математика для полиграфолога,4,10
995,Ж,24,Графический дизайн,Цифровая история искусства: новая реальность культуры,4,10
995,Ж,24,Графический дизайн,Основы компьютерного дизайна,4,10
995,Ж,24,Графический дизайн,Гайд по дизайну,4,2
995,Ж,24,Графический дизайн,Как создать аккаунт в TikTok и монетизировать его,4,10
996,Ж,22,Математика,ЕГЭ по математике 2025: экономическая задача,7,10
996,Ж,22,Математика,"""Поколение Python"": курс для начинающих",7,10
996,Ж,22,Математика,ЕГЭ по математике 2025: первая часть,7,10
996,Ж,22,Математика,ЕГЭ по математике 2025: уравнения,7,10
996,Ж,22,Математика,Практикум по математике и Python,7,9
996,Ж,22,Математика,Практический UI дизайн буткемп,7,9
996,Ж,22,Математика,PRO C#. Unity,7,10
997,Ж,43,Графический дизайн,Инструменты дизайнера Photoshop и Illustrator. Пакет 2-х курсов!,15,1
997,Ж,43,Графический дизайн,Adobe Illustrator: основы векторной графики,15,9
997,Ж,43,Графический дизайн,Цифровая обработка изображений в редакторе Photoshop,15,2
997,Ж,43,Графический дизайн,Цифровой дизайн,15,10
997,Ж,43,Графический дизайн,Adobe Illustrator: первые шаги,15,1
997,Ж,43,Графический дизайн,Основы дизайна интерфейсов,15,5
997,Ж,43,Графический дизайн,Курс по Adobe Photoshop - с нуля до результата!,15,10
997,Ж,43,Графический дизайн,Графический дизайн,15,8
997,Ж,43,Графический дизайн,Введение в дизайн,15,10
997,Ж,43,Графический дизайн,Рисунок в технике зентангл,15,8
997,Ж,43,Графический дизайн,Разработка дизайна полиграфической продукции,15,2
997,Ж,43,Графический дизайн,Учебник по UI-дизайну,15,10
997,Ж,43,Графический дизайн,"Инструкция Авитолога 3.0, Авито в 2025 году",15,10
997,Ж,43,Графический дизайн,"PRO C#. Профессия ""Разработчик игр на Unity""",15,9
997,Ж,43,Графический дизайн,PRO C#. Создание Telegram бота,15,7
998,Ж,40,Разработка игр,Unity. Знакомство с движком,13,10
998,Ж,40,Разработка игр,Создание игр в Roblox studio,13,10
998,Ж,40,Разработка игр,Гейм-дизайн,13,1
998,Ж,40,Разработка игр,Введение в Unity,13,1
998,Ж,40,Разработка игр,Создание игр на Unity,13,1
998,Ж,40,Разработка игр,НТО Junior 22. ОК «Технологии и компьютерные игры»,13,3
998,Ж,40,Разработка игр,Язык программирования С# | Программирование для детей Unity,13,10
998,Ж,40,Разработка игр,Элементарное программирование,13,4
998,Ж,40,Разработка игр,Создание игр на Unreal Engine,13,1
998,Ж,40,Разработка игр,PyGame Lite: Мастерство разработки игр с использованием PyGame,13,10
998,Ж,40,Разработка игр,Категорийный менеджмент СТАРТ,13,7
998,Ж,40,Разработка игр,Математика (геометрия ОГЭ 1 часть) 2025 год,13,10
998,Ж,40,Разработка игр,Авито с нуля до профи | Для собственников бизнеса и авитологов,13,1
999,М,46,Разработка игр,"НТО Junior 23-24. ОК ""Технологии и компьютерные игры""",12,10
999,М,46,Разработка игр,Unity. Знакомство с движком,12,10
999,М,46,Разработка игр,Создание игр на Unreal Engine,12,10
999,М,46,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,12,10
999,М,46,Разработка игр,Введение в Unity,12,5
999,М,46,Разработка игр,"Дизайн объектов в Unity, использование технологий AR",12,10
999,М,46,Разработка игр,Элементарное программирование,12,10
999,М,46,Разработка игр,Основы Unity 2D,12,10
999,М,46,Разработка игр,Программирование на Python в игре Minecraft,12,5
999,М,46,Разработка игр,Самый полный курс по JavaScript для начинающих программистов,12,8
999,М,46,Разработка игр,Визуализация в Библиотеке,12,10
999,М,46,Разработка игр,Математика.4 класс за 20 минут.,12,10
1000,М,29,Языки программирования,"""Поколение Python"": курс для начинающих",18,10
1000,М,29,Языки программирования,"""Поколение Python"": курс для профессионалов",18,10
1000,М,29,Языки программирования,Машинное Обучение в Python: Большой Курс для Начинающих,18,10
1000,М,29,Языки программирования,Проектирование баз данных,18,10
1000,М,29,Языки программирования,"Полный Курс Python 3: от Новичка до Мастера (Питон, Пайтон)",18,10
1000,М,29,Языки программирования,Основы языка Java,18,10
1000,М,29,Языки программирования,SQL с нуля до PRO,18,9
1000,М,29,Языки программирования,Функциональное программирование на Python,18,8
1000,М,29,Языки программирования,ООП: Объектно-ориентированное программирование на Python,18,10
1000,М,29,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",18,10
1000,М,29,Языки программирования,"""Поколение Python"": ООП",18,10
1000,М,29,Языки программирования,Практический Machine Learning,18,10
1000,М,29,Языки программирования,"""Поколение Python"": базы данных и SQL",18,9
1000,М,29,Языки программирования,FastAPI для начинающих,18,7
1000,М,29,Языки программирования,Substance painter с нуля до продвинутого уровня,18,1
1000,М,29,Языки программирования,№21. Задачи на смекалку. ЕГЭ/Математика/Базовый уровень,18,10
1000,М,29,Языки программирования,Unity и Unreal начальный курс,18,8
1000,М,29,Языки программирования,Дали поработать с Dall-e,18,10
1001,Ж,40,Маркетинг и продажи,1С: Управление торговлей,14,10
1001,Ж,40,Маркетинг и продажи,Дизайнер карточек для маркетплейсов,14,4
1001,Ж,40,Маркетинг и продажи,Внедрение CRM Битрикс24 без программиста,14,10
1001,Ж,40,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,14,10
1001,Ж,40,Маркетинг и продажи,Инфографика для маркетплейсов с нуля,14,10
1001,Ж,40,Маркетинг и продажи,"Основы SMM ВКонтакте без ""воды"" с нуля до специалиста",14,10
1001,Ж,40,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",14,1
1001,Ж,40,Маркетинг и продажи,"Маркетплейсы. Курс 5. Unit-экономика, бюджетирование проекта.",14,10
1001,Ж,40,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,14,7
1001,Ж,40,Маркетинг и продажи,Маркетплейсы. Курс 9. Продвижение товаров на маркетплейсе.,14,1
1001,Ж,40,Маркетинг и продажи,Стратегия управления продажами,14,1
1001,Ж,40,Маркетинг и продажи,Photoshop для фотографа и ретушёра,14,10
1001,Ж,40,Маркетинг и продажи,Программа курсов: Анализ данных,14,9
1001,Ж,40,Маркетинг и продажи,Язык программирования С# | Программирование для детей Unity,14,9
1002,М,36,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",9,10
1002,М,36,Маркетинг и продажи,Академия продаж. Менеджер по продажам,9,2
1002,М,36,Маркетинг и продажи,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,9,4
1002,М,36,Маркетинг и продажи,Пользователь Битрикс24,9,10
1002,М,36,Маркетинг и продажи,1С: Управление торговлей,9,9
1002,М,36,Маркетинг и продажи,"Продвижение в социальных сетях с помощью Reels ""от А до Я""",9,1
1002,М,36,Маркетинг и продажи,Стратегия управления продажами,9,10
1002,М,36,Маркетинг и продажи,"""Поколение Python"": курс для начинающих",9,10
1002,М,36,Маркетинг и продажи,Пакет 3 в 1: 1С программирование + Запросы + СКД,9,8
1003,М,31,Разработка игр,Unity. Знакомство с движком,6,10
1003,М,31,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,6,10
1003,М,31,Разработка игр,Введение в Unity,6,10
1003,М,31,Разработка игр,Программирование на Python в игре Minecraft,6,10
1003,М,31,Разработка игр,Сторителлинг. Искусство создания цепляющих историй,6,9
1003,М,31,Разработка игр,"ЦЕНООБРАЗОВАНИЕ В РОЗНИЦЕ. Цикл ""Категорийный менеджмент""",6,10
1004,М,33,Маркетинг и продажи,Маркетплейсы. Курс 1. Маркетплейсы в России.,12,10
1004,М,33,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",12,10
1004,М,33,Маркетинг и продажи,Маркетплейсы. Курс 3. Работа с поставщиками товаров. Документы.,12,1
1004,М,33,Маркетинг и продажи,Академия продаж. Менеджер по продажам,12,10
1004,М,33,Маркетинг и продажи,Пользователь Битрикс24,12,9
1004,М,33,Маркетинг и продажи,"Курс для начинающих предпринимателей ""Своё дело"".",12,9
1004,М,33,Маркетинг и продажи,Основы SMM в Телеграм: пошаговое руководство без воды,12,10
1004,М,33,Маркетинг и продажи,1С: Управление торговлей,12,1
1004,М,33,Маркетинг и продажи,"Маркетплейсы. Курс 2. Аналитика ниши, товаров и конкурентов.",12,4
1004,М,33,Маркетинг и продажи,Pro-качинг. Интенсив для микростокеров. САМОСТОЯТЕЛЬНОЕ ОБУЧЕНИЕ,12,9
1004,М,33,Маркетинг и продажи,Продвинутый уровень на Python,12,10
1004,М,33,Маркетинг и продажи,Курс по backend разработке на Python,12,4
1005,Ж,24,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",16,9
1005,Ж,24,Маркетинг и продажи,1С: Управление торговлей,16,10
1005,Ж,24,Маркетинг и продажи,Маркетплейсы. Курс 6. Работа в кабинете продавца Wildberries.,16,1
1005,Ж,24,Маркетинг и продажи,Стратегия управления продажами,16,10
1005,Ж,24,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,16,10
1005,Ж,24,Маркетинг и продажи,Пользователь Битрикс24,16,10
1005,Ж,24,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,16,10
1005,Ж,24,Маркетинг и продажи,Внедрение CRM Битрикс24 без программиста,16,1
1005,Ж,24,Маркетинг и продажи,"Основы SMM ВКонтакте без ""воды"" с нуля до специалиста",16,10
1005,Ж,24,Маркетинг и продажи,Академия продаж. Менеджер по продажам,16,10
1005,Ж,24,Маркетинг и продажи,Простой дашборд DataLens для Tg Ads за 15 минут,16,10
1005,Ж,24,Маркетинг и продажи,Управление продажами. Основы.,16,10
1005,Ж,24,Маркетинг и продажи,Учебник по UI-дизайну,16,9
1005,Ж,24,Маркетинг и продажи,3D моделирование в Blender. Основы работы для GameDev,16,10
1005,Ж,24,Маркетинг и продажи,Игровые разработки с T-Boom на Unreal Engine,16,10
1005,Ж,24,Маркетинг и продажи,Unity Базовый курс 3D,16,10
1006,М,23,Маркетинг и продажи,Маркетинг: от основ до продвинутых стратегий,4,10
1006,М,23,Маркетинг и продажи,Академия продаж. Менеджер по продажам,4,10
1006,М,23,Маркетинг и продажи,1С: Управление торговлей,4,8
1006,М,23,Маркетинг и продажи,"C#: CQRS, чистая архитектура. Как строятся микросервисы",4,9
1007,Ж,28,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,11,10
1007,Ж,28,Маркетинг и продажи,Простой дашборд DataLens для Tg Ads за 15 минут,11,8
1007,Ж,28,Маркетинг и продажи,Внедрение CRM Битрикс24 без программиста,11,10
1007,Ж,28,Маркетинг и продажи,Стратегия управления продажами,11,10
1007,Ж,28,Маркетинг и продажи,Основы крупных продаж в B2B и B2C,11,8
1007,Ж,28,Маркетинг и продажи,1С: Управление торговлей,11,10
1007,Ж,28,Маркетинг и продажи,Управление продажами. Основы.,11,10
1007,Ж,28,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,11,10
1007,Ж,28,Маркетинг и продажи,Разработка дизайна полиграфической продукции,11,2
1007,Ж,28,Маркетинг и продажи,Гео и картографический дизайн,11,10
1007,Ж,28,Маркетинг и продажи,Дали поработать с Dall-e,11,8
1008,Ж,30,Математика,"""Поколение Python"": курс для начинающих",12,1
1008,Ж,30,Математика,Практикум по математике и Python,12,4
1008,Ж,30,Математика,ЕГЭ по математике 2025: текстовая задача,12,9
1008,Ж,30,Математика,ЕГЭ по математике 2025: уравнения,12,1
1008,Ж,30,Математика,ЕГЭ по математике 2025: экономическая задача,12,10
1008,Ж,30,Математика,ЕГЭ по математике 2025: первая часть,12,6
1008,Ж,30,Математика,Наука: Математика,12,5
1008,Ж,30,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),12,10
1008,Ж,30,Математика,Data Science с Глебом Михайловым,12,6
1008,Ж,30,Математика,Уроки Unity 3D - Разработка игр | Занятия для детей,12,5
1008,Ж,30,Математика,Создание игр на Unity для подростков,12,10
1008,Ж,30,Математика,Менеджер по работе с блогерами: Influence Marketing Manager,12,6
1009,Ж,30,Математика,"""Поколение Python"": курс для начинающих",17,5
1009,Ж,30,Математика,ЕГЭ по математике 2025: текстовая задача,17,6
1009,Ж,30,Математика,Практикум по математике и Python,17,10
1009,Ж,30,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),17,10
1009,Ж,30,Математика,ЕГЭ по математике 2025: первая часть,17,8
1009,Ж,30,Математика,ЕГЭ по математике 2025: уравнения,17,10
1009,Ж,30,Математика,ОГЭ Математика | Все виды уравнений | 2025,17,10
1009,Ж,30,Математика,ЕГЭ по математике 2025: экономическая задача,17,10
1009,Ж,30,Математика,ЕГЭ по математике 2025: неравенства,17,10
1009,Ж,30,Математика,Олимпиадная математика,17,10
1009,Ж,30,Математика,Олимпиадная математика для учащихся 4 класса. Сертификат,17,3
1009,Ж,30,Математика,"""Поколение Python"": курс для профессионалов",17,6
1009,Ж,30,Математика,Data Science с Глебом Михайловым,17,2
1009,Ж,30,Математика,Основы крупных продаж в B2B и B2C,17,6
1009,Ж,30,Математика,Технический администратор образовательных проектов в Telegram,17,9
1009,Ж,30,Математика,Международные туристские организации,17,10
1009,Ж,30,Математика,Прокачай Java,17,3
1010,Ж,45,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,10,5
1010,Ж,45,Маркетинг и продажи,"Основы SMM ВКонтакте без ""воды"" с нуля до специалиста",10,10
1010,Ж,45,Маркетинг и продажи,Пользователь Битрикс24,10,10
1010,Ж,45,Маркетинг и продажи,1С: Управление торговлей,10,1
1010,Ж,45,Маркетинг и продажи,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,10,10
1010,Ж,45,Маркетинг и продажи,"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",10,7
1010,Ж,45,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,10,10
1010,Ж,45,Маркетинг и продажи,Маркетплейсы. Курс 4. Логистика маркетплейсов.,10,10
1010,Ж,45,Маркетинг и продажи,Продвижение Behance,10,1
1010,Ж,45,Маркетинг и продажи,Строительство в Minecraft для подростков,10,10
1011,Ж,43,Языки программирования,"""Поколение Python"": курс для начинающих",5,8
1011,Ж,43,Языки программирования,Основы языка Java,5,10
1011,Ж,43,Языки программирования,Многопоточный Python,5,3
1011,Ж,43,Языки программирования,"Добрый, добрый Django + Docker с Сергеем Балакиревым",5,9
1011,Ж,43,Языки программирования,Основы разработки игр на С# (Gamedev / DOTNET / .NET / C Sharp),5,8
1012,Ж,22,Математика,"""Поколение Python"": курс для профессионалов",13,10
1012,Ж,22,Математика,"""Поколение Python"": курс для начинающих",13,10
1012,Ж,22,Математика,ЕГЭ по математике 2025: первая часть,13,10
1012,Ж,22,Математика,Практикум по математике и Python,13,10
1012,Ж,22,Математика,Математика для физики,13,10
1012,Ж,22,Математика,ЕГЭ по математике 2025: экономическая задача,13,10
1012,Ж,22,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),13,10
1012,Ж,22,Математика,ЕГЭ по математике 2025: неравенства,13,10
1012,Ж,22,Математика,Ментальная математика для взрослых — учимся быстро считать в уме,13,10
1012,Ж,22,Математика,ЕГЭ по математике 2025: уравнения,13,6
1012,Ж,22,Математика,Unity. Прототип шутера от первого лица (FPS),13,9
1012,Ж,22,Математика,Веб дизайн в Figma Продвинутый уровень | Создание UI KIT в FIGMA,13,4
1012,Ж,22,Математика,IBaza Analytics | Аналитика и исследования Целевой аудитории,13,10
1013,Ж,29,Разработка игр,Создание игр на Unreal Engine,10,1
1013,Ж,29,Разработка игр,Продвинутый уровень на Python,10,5
1013,Ж,29,Разработка игр,Python и Minecraft,10,7
1013,Ж,29,Разработка игр,Создание игр в Roblox studio,10,10
1013,Ж,29,Разработка игр,Основы движка Unreal Engine 4 для разработки VR-приложений,10,10
1013,Ж,29,Разработка игр,Введение в Unity,10,7
1013,Ж,29,Разработка игр,Unity Базовый курс 3D,10,10
1013,Ж,29,Разработка игр,Unity. Знакомство с движком,10,2
1013,Ж,29,Разработка игр,"""Поколение Python"": курс для начинающих",10,4
1013,Ж,29,Разработка игр,Ревенью Менеджмент: Модели прогнозирования и максимизации. Ч.1.,10,10
1014,Ж,28,Языки программирования,"""Поколение Python"": курс для начинающих",17,10
1014,Ж,28,Языки программирования,Основы программирования на C/C++,17,10
1014,Ж,28,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",17,10
1014,Ж,28,Языки программирования,Javascript. Часть 1 (Переменные и условные операторы),17,10
1014,Ж,28,Языки программирования,Основы языка Java,17,10
1014,Ж,28,Языки программирования,Функциональное программирование на Python,17,10
1014,Ж,28,Языки программирования,SQL для Анализа Данных с Глебом Михайловым,17,9
1014,Ж,28,Языки программирования,Многопоточный Python,17,1
1014,Ж,28,Языки программирования,Проектирование баз данных,17,10
1014,Ж,28,Языки программирования,Jetpack Compose полный курс,17,10
1014,Ж,28,Языки программирования,Продвинутый Django 5 для продолжающих,17,10
1014,Ж,28,Языки программирования,WEB Парсинг на Python,17,7
1014,Ж,28,Языки программирования,Введение в соревновательный Data Science,17,10
1014,Ж,28,Языки программирования,Сайт и приложения для доставки еды своими руками,17,9
1014,Ж,28,Языки программирования,Основы SMM в Телеграм: пошаговое руководство без воды,17,8
1014,Ж,28,Языки программирования,Разработчик 2D и 3D игр на игровом движке Unity с нуля до про.,17,1
1014,Ж,28,Языки программирования,Нейросети для соцсетей: создание контента и автоматизация,17,5
1015,М,25,Разработка игр,"Дизайн объектов в Unity, использование технологий AR",11,10
1015,М,25,Разработка игр,Создание игр на Unreal Engine,11,8
1015,М,25,Разработка игр,Unity. Знакомство с движком,11,10
1015,М,25,Разработка игр,Введение в Unity,11,10
1015,М,25,Разработка игр,Python и Minecraft,11,9
1015,М,25,Разработка игр,Полный курс разработки 3D игр Unity для новичков,11,7
1015,М,25,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,11,10
1015,М,25,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,11,10
1015,М,25,Разработка игр,"ЦЕНООБРАЗОВАНИЕ В РОЗНИЦЕ. Цикл ""Категорийный менеджмент""",11,10
1015,М,25,Разработка игр,"Смешанные числа (Математика, 6 класс)",11,10
1015,М,25,Разработка игр,Python с нуля,11,10
1016,Ж,29,Графический дизайн,Роспись на джинсах,10,1
1016,Ж,29,Графический дизайн,Введение в дизайн,10,4
1016,Ж,29,Графический дизайн,Практический курс по digital-дизайну от evilUnion,10,8
1016,Ж,29,Графический дизайн,Учебник по UI-дизайну,10,9
1016,Ж,29,Графический дизайн,Цифровая история искусства: новая реальность культуры,10,6
1016,Ж,29,Графический дизайн,Adobe Illustrator: первые шаги,10,1
1016,Ж,29,Графический дизайн,Основы дизайна интерфейсов,10,10
1016,Ж,29,Графический дизайн,Графический дизайн,10,1
1016,Ж,29,Графический дизайн,SQL для Анализа Данных с Глебом Михайловым,10,10
1016,Ж,29,Графический дизайн,Интенсив Профильная Математика ЕГЭ 2025: Экономика,10,10
1017,М,19,Математика,ЕГЭ по математике 2025: первая часть,15,3
1017,М,19,Математика,"""Поколение Python"": курс для начинающих",15,10
1017,М,19,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),15,10
1017,М,19,Математика,Практикум по математике и Python,15,5
1017,М,19,Математика,ЕГЭ по математике 2025: уравнения,15,1
1017,М,19,Математика,Математика ОГЭ 1-5 задание 2025,15,10
1017,М,19,Математика,ЕГЭ по математике 2025: экономическая задача,15,10
1017,М,19,Математика,Олимпиадная математика для учащихся 3 класса. Сертификат,15,9
1017,М,19,Математика,ЕГЭ по математике 2025: неравенства,15,1
1017,М,19,Математика,Олимпиадная математика для учащихся 1 класса. Сертификат,15,1
1017,М,19,Математика,Наука: Математика,15,9
1017,М,19,Математика,ЕГЭ по математике 2025: координатно-векторный метод,15,3
1017,М,19,Математика,"Пакет курсов ""Data Scientist"": Python + SQL + Машинное обучение",15,10
1017,М,19,Математика,Полный курс по созданию мобильных игр на Godot 4,15,10
1017,М,19,Математика,"Воркшоп ""FullStack—приложение за час"". Java, React.JS, MySQL",15,10
1018,Ж,20,Разработка игр,Python : от основ до подготовки к ОГЭ и создания игр,7,9
1018,Ж,20,Разработка игр,Unity Базовый курс 3D,7,10
1018,Ж,20,Разработка игр,Основы Unity 2D,7,9
1018,Ж,20,Разработка игр,Создание игр в Roblox studio,7,10
1018,Ж,20,Разработка игр,C# для Unity. Часть 1. Консоль,7,10
1018,Ж,20,Разработка игр,"C#, JS: Войти в IT через Fullstack-разработку",7,9
1018,Ж,20,Разработка игр,Математика для ЕГЭ: от основ до уровня PRO!,7,10
1019,М,21,Языки программирования,"""Поколение Python"": курс для начинающих",12,10
1019,М,21,Языки программирования,SQL для Анализа Данных с Глебом Михайловым,12,3
1019,М,21,Языки программирования,Основы языка Java,12,10
1019,М,21,Языки программирования,"Пакет курсов ""Data Scientist"": Python + SQL + Машинное обучение",12,9
1019,М,21,Языки программирования,SQL с нуля до PRO,12,10
1019,М,21,Языки программирования,Основы программирования на C/C++,12,10
1019,М,21,Языки программирования,Основы SQL,12,8
1019,М,21,Языки программирования,"Полный Курс Python 3: от Новичка до Мастера (Питон, Пайтон)",12,10
1019,М,21,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",12,7
1019,М,21,Языки программирования,Unreal Engine 5: C++ для начинающих программистов. Курс 1,12,10
1019,М,21,Языки программирования,Как создавать кисти в Procreate,12,10
1019,М,21,Языки программирования,Дополненная реальность в Unity,12,10
1020,Ж,29,Маркетинг и продажи,ОСНОВЫ БРЕНДИНГА,8,10
1020,Ж,29,Маркетинг и продажи,Академия продаж. Менеджер по продажам,8,2
1020,Ж,29,Маркетинг и продажи,Бизнес на Wildberries с нуля. Основы профессии: Аккаунт-менеджер,8,10
1020,Ж,29,Маркетинг и продажи,Пользователь Битрикс24,8,10
1020,Ж,29,Маркетинг и продажи,Дизайнер карточек для маркетплейсов,8,10
1020,Ж,29,Маркетинг и продажи,"Продвижение в социальных сетях с помощью Reels ""от А до Я""",8,10
1020,Ж,29,Маркетинг и продажи,ЕГЭ по математике 2025: подготовка на 80+ баллов,8,6
1020,Ж,29,Маркетинг и продажи,НТО Junior 22. ОК «Технологии и компьютерные игры»,8,7
1021,М,37,Математика,"""Поколение Python"": курс для начинающих",12,3
1021,М,37,Математика,ЕГЭ по математике 2025: первая часть,12,10
1021,М,37,Математика,ЕГЭ по математике 2025: текстовая задача,12,10
1021,М,37,Математика,ЕГЭ по математике 2025: уравнения,12,1
1021,М,37,Математика,ЕГЭ по математике 2025: экономическая задача,12,10
1021,М,37,Математика,Практикум по математике и Python,12,10
1021,М,37,Математика,"""Поколение Python"": курс для профессионалов",12,9
1021,М,37,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),12,3
1021,М,37,Математика,ЕГЭ по математике 2025: неравенства,12,4
1021,М,37,Математика,Веб-дизайн в Figma: ключ к успеху,12,4
1021,М,37,Математика,Django 5 для начинающих,12,10
1021,М,37,Математика,Практический UI дизайн буткемп,12,10
1022,М,31,Разработка игр,Уроки Unity 3D - Разработка игр | Занятия для детей,8,8
1022,М,31,Разработка игр,"Летающая робототехника | Клевер, Gazebo, Python",8,9
1022,М,31,Разработка игр,Дополненная реальность в Unity,8,9
1022,М,31,Разработка игр,Unity Базовый курс 3D,8,10
1022,М,31,Разработка игр,Игровые разработки с T-Boom на Unreal Engine,8,8
1022,М,31,Разработка игр,Инди курс по Pygame - учимся создавать свои игры,8,9
1022,М,31,Разработка игр,"Воркшоп ""FullStack—приложение за час"". Java, React.JS, MySQL",8,10
1022,М,31,Разработка игр,Слово маркетолога. Стратегия нарасхват,8,9
1023,Ж,22,Математика,ЕГЭ по математике 2025: первая часть,12,10
1023,Ж,22,Математика,"""Поколение Python"": курс для начинающих",12,10
1023,Ж,22,Математика,ЕГЭ по математике 2025: уравнения,12,5
1023,Ж,22,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),12,9
1023,Ж,22,Математика,ЕГЭ по математике 2025: координатно-векторный метод,12,10
1023,Ж,22,Математика,ЕГЭ по математике 2025: экономическая задача,12,10
1023,Ж,22,Математика,Практикум по математике и Python,12,10
1023,Ж,22,Математика,Машинное Обучение в Python: Большой Курс для Начинающих,12,10
1023,Ж,22,Математика,"""Поколение Python"": курс для профессионалов",12,10
1023,Ж,22,Математика,Unity Bolt - визуальное программирование,12,9
1023,Ж,22,Математика,Бизнес с Ozon! От открытия ИП до первой прибыли!,12,10
1023,Ж,22,Математика,Управление продажами. Основы.,12,5
1024,Ж,30,Языки программирования,"""Поколение Python"": курс для начинающих",17,5
1024,Ж,30,Языки программирования,Продвинутый Django 5 для продолжающих,17,9
1024,Ж,30,Языки программирования,"""Поколение Python"": курс для профессионалов",17,1
1024,Ж,30,Языки программирования,Основы программирования на C/C++,17,10
1024,Ж,30,Языки программирования,FastAPI для начинающих,17,10
1024,Ж,30,Языки программирования,Основы программирования на С/C++ Часть 2,17,10
1024,Ж,30,Языки программирования,Асинхронный Python,17,10
1024,Ж,30,Языки программирования,Проектирование баз данных,17,9
1024,Ж,30,Языки программирования,"Добрый, добрый Python ООП - обучающий курс от Сергея Балакирева",17,9
1024,Ж,30,Языки программирования,"Добрый, добрый Django + Docker с Сергеем Балакиревым",17,10
1024,Ж,30,Языки программирования,Бэкенд разработка на Django: с нуля до специалиста,17,1
1024,Ж,30,Языки программирования,Thank Go! Golang на практике,17,10
1024,Ж,30,Языки программирования,Оконные функции SQL,17,7
1024,Ж,30,Языки программирования,"ЦЕНООБРАЗОВАНИЕ В РОЗНИЦЕ. Цикл ""Категорийный менеджмент""",17,10
1024,Ж,30,Языки программирования,Программирование для математиков. Курс для продолжающих.,17,10
1024,Ж,30,Языки программирования,ЕГЭ по математике 2025 профильный: № 10 (Текстовые задачи),17,10
1024,Ж,30,Языки программирования,"Пакет курсов: Основы SMM в Instagram* + Reels ""от А до Я""",17,8
1025,М,24,Маркетинг и продажи,Стратегия управления продажами,5,4
1025,М,24,Маркетинг и продажи,IBaza Analytics | Аналитика и исследования Целевой аудитории,5,4
1025,М,24,Маркетинг и продажи,1С: Управление торговлей,5,9
1025,М,24,Маркетинг и продажи,Power bi и язык DAX. Базовый уровень. Упор на маркетинг и ecom,5,1
1025,М,24,Маркетинг и продажи,Unity. Знакомство с движком,5,5
1026,М,21,Математика,"""Поколение Python"": курс для начинающих",9,10
1026,М,21,Математика,Практикум по математике и Python,9,10
1026,М,21,Математика,ЕГЭ по математике 2025: первая часть,9,9
1026,М,21,Математика,АА - Активный Английский от Екатерины Зак для продолжающих (А2),9,7
1026,М,21,Математика,ЕГЭ по математике 2025: экономическая задача,9,10
1026,М,21,Математика,"""Поколение Python"": курс для профессионалов",9,10
1026,М,21,Математика,Data Science с Глебом Михайловым,9,10
1026,М,21,Математика,Unreal Engine 5: Синематик и Анимация с нуля до профессионала,9,10
1026,М,21,Математика,Photo Retouching basic course in Adobe Photoshop VIKSA BEAUTY,9,1
1027,Ж,22,Маркетинг и продажи,"Основы SMM ВКонтакте без ""воды"" с нуля до специалиста",9,10
1027,Ж,22,Маркетинг и продажи,Стратегия управления продажами,9,10
1027,Ж,22,Маркетинг и продажи,Простой дашборд DataLens для Tg Ads за 15 минут,9,8
